date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:13:27	186274/186274	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:27%20GMT	https://www.amazon.de/gp/orc/returns/homepage.html/ref=orc_surl_ret_hp?fg=1	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/orc/returns/homepage.html/ref=orc_surl_ret_hpaa35.html	(from https://www.amazon.de/)
14:13:27	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2018%20Dec%202016%2013:13:27%20GMT	https://www.amazon.de/mn/dcw/myx.html/ref=kinw_myk_redirect	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/mn/dcw/myx.html/ref=kinw_myk_redirect	(from https://www.amazon.de/)
14:13:28	170776/170776	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:28%20GMT	https://www.amazon.de/gp/BIT/ref=footer_bit_v2_e0002?bitCampaignCode=e0002	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/BIT/ref=footer_bit_v2_e0002f298.html	(from https://www.amazon.de/)
14:13:28	215441/215441	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:28%20GMT	https://www.amazon.de/b/ref=footer_mobapp?ie=UTF8&node=4951330031	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/b/ref=footer_mobapp23c6.html	(from https://www.amazon.de/)
14:13:28	203992/203992	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:28%20GMT	https://www.amazon.de/gp/help/customer/display.html/ref=footer_gw_m_b_he?ie=UTF8&nodeId=504874	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/help/customer/display.html/ref=footer_gw_m_b_he6dfd.html	(from https://www.amazon.de/)
14:13:28	193610/193610	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:28%20GMT	https://www.amazon.de/ref=footer_logo	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/ref=footer_logo.html	(from https://www.amazon.de/)
14:13:28	162753/162753	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:28%20GMT	https://www.amazon.de/gp/customer-preferences/select-language/ref=footer_lang?ie=UTF8&preferencesReturnUrl=%2F	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/customer-preferences/select-language/ref=footer_lang1e49.html	(from https://www.amazon.de/)
14:13:29	165692/165692	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:29%20GMT	https://www.amazon.de/gp/navigation-country/select-country/ref=?ie=UTF8&preferencesReturnUrl=%2F	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/navigation-country/select-country/ref=1e49.html	(from https://www.amazon.de/)
14:13:29	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Dec%202016%2013:13:29%20GMT	https://www.amazon.de/lovefilm/ref=nav_footer_lovefilm	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/lovefilm/ref=nav_footer_lovefilm	(from https://www.amazon.de/)
14:13:29	324740/324740	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:29%20GMT	https://www.amazon.de/b/ref=footer_wrhsdls?ie=UTF8&node=3581963031	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/b/ref=footer_wrhsdls9f2d.html	(from https://www.amazon.de/)
14:13:30	253514/253514	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:30%20GMT	https://www.amazon.de/gp/help/customer/display.html/ref=footer_cou?ie=UTF8&nodeId=505048	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/help/customer/display.html/ref=footer_coue153.html	(from https://www.amazon.de/)
14:13:30	431431/431431	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:29%20GMT	https://www.amazon.de/gp/bypost/storefront?node=3054250031	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/bypost/storefront7026.html	(from https://www.amazon.de/)
14:13:30	228174/228174	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:30%20GMT	https://www.amazon.de/gp/help/customer/display.html/ref=footer_privacy?ie=UTF8&nodeId=3312401	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/help/customer/display.html/ref=footer_privacy8397.html	(from https://www.amazon.de/)
14:13:30	282/282	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Dec%202016%2013:13:30%20GMT	https://www.amazon.de/primenow/?ref=HOUD12C322_0_GlobalFooter	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/primenow/indexc0f9.html	(from https://www.amazon.de/)
14:13:30	196177/196177	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:30%20GMT	https://www.amazon.de/gp/help/customer/display.html/ref=footer_impressum?ie=UTF8&nodeId=505050	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/help/customer/display.html/ref=footer_impressum6edf.html	(from https://www.amazon.de/)
14:13:35	195394/195394	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202016%2013:13:30%20GMT	https://www.amazon.de/gp/help/customer/display.html/ref=footer_intbasedads?ie=UTF8&nodeId=201151440	/Users/angelalengkeek/websites/amazon.de/www.amazon.de/gp/help/customer/display.html/ref=footer_intbasedadsb827.html	(from https://www.amazon.de/)
